,,,,0,0
23968, BBB_112, receiver,4509,23.968,45090
24068, BBB_112, receiver,4442,24.068,44420
24164, BBB_112, receiver,4383,24.164,45656.25
24264, BBB_112, receiver,4332,24.264,43320
24364, BBB_112, receiver,4288,24.364,42880
24464, BBB_112, receiver,4254,24.464,42540
24564, BBB_112, receiver,4227,24.564,42270
24664, BBB_112, receiver,4210,24.664,42100
24764, BBB_112, receiver,4201,24.764,42010
24864, BBB_112, receiver,4200,24.864,42000
24964, BBB_112, receiver,4209,24.964,42090
25064, BBB_112, receiver,4226,25.064,42260
25164, BBB_112, receiver,4252,25.164,42520
25264, BBB_112, receiver,4287,25.264,42870
25364, BBB_112, receiver,4329,25.364,43290
25464, BBB_112, receiver,4380,25.464,43800
25568, BBB_112, receiver,4439,25.568,42682.69231
25668, BBB_112, receiver,4505,25.668,45050
25768, BBB_112, receiver,4579,25.768,45790
25868, BBB_112, receiver,4659,25.868,46590
25972, BBB_112, receiver,4746,25.972,45634.61538
26072, BBB_112, receiver,4840,26.072,48400
26172, BBB_112, receiver,4938,26.172,49380
26276, BBB_112, receiver,5042,26.276,48480.76923
26376, BBB_112, receiver,5151,26.376,51510
26480, BBB_112, receiver,5264,26.48,50615.38462
26580, BBB_112, receiver,5380,26.58,53800
26680, BBB_112, receiver,5499,26.68,54990
26784, BBB_112, receiver,5621,26.784,54048.07692
26884, BBB_112, receiver,5745,26.884,57450
26988, BBB_112, receiver,5870,26.988,56442.30769
27088, BBB_112, receiver,6001,27.088,60010
27192, BBB_112, receiver,6126,27.192,58903.84615
27292, BBB_112, receiver,6251,27.292,62510
27396, BBB_112, receiver,6375,27.396,61298.07692
27496, BBB_112, receiver,6497,27.496,64970
27596, BBB_112, receiver,6616,27.596,66160
27700, BBB_112, receiver,6732,27.7,64730.76923
27800, BBB_112, receiver,6845,27.8,68450
27900, BBB_112, receiver,6954,27.9,69540
28100, BBB_112, receiver,7157,28.1,35785
28208, BBB_112, receiver,7250,28.208,67129.62963
28316, BBB_112, receiver,7337,28.316,67935.18519
28420, BBB_112, receiver,7418,28.42,71326.92308
28528, BBB_112, receiver,7492,28.528,69370.37037
28636, BBB_112, receiver,7558,28.636,69981.48148
28744, BBB_112, receiver,7617,28.744,70527.77778
28856, BBB_112, receiver,7668,28.856,68464.28571
28968, BBB_112, receiver,7711,28.968,68848.21429
29076, BBB_112, receiver,7746,29.076,71722.22222
29188, BBB_112, receiver,7772,29.188,69392.85714
29300, BBB_112, receiver,7790,29.3,69553.57143
29412, BBB_112, receiver,7798,29.412,69625
29524, BBB_112, receiver,7798,29.524,69625
29636, BBB_112, receiver,7790,29.636,69553.57143
29748, BBB_112, receiver,7772,29.748,69392.85714
29860, BBB_112, receiver,7746,29.86,69160.71429
29972, BBB_112, receiver,7712,29.972,68857.14286
30080, BBB_112, receiver,7669,30.08,71009.25926
30192, BBB_112, receiver,7618,30.192,68017.85714
30300, BBB_112, receiver,7559,30.3,69990.74074
30408, BBB_112, receiver,7492,30.408,69370.37037
30512, BBB_112, receiver,7418,30.512,71326.92308
30616, BBB_112, receiver,7338,30.616,70557.69231
30720, BBB_112, receiver,7251,30.72,69721.15385
30824, BBB_112, receiver,7157,30.824,68817.30769
30924, BBB_112, receiver,7058,30.924,70580
31024, BBB_112, receiver,6954,31.024,69540
31124, BBB_112, receiver,6846,31.124,68460
31220, BBB_112, receiver,6733,31.22,70135.41667
31316, BBB_112, receiver,6616,31.316,68916.66667
31408, BBB_112, receiver,6497,31.408,70619.56522
31500, BBB_112, receiver,6375,31.5,69293.47826
31592, BBB_112, receiver,6251,31.592,67945.65217
31680, BBB_112, receiver,6127,31.68,69625
31764, BBB_112, receiver,6001,31.764,71440.47619
31848, BBB_112, receiver,5876,31.848,69952.38095
31932, BBB_112, receiver,5751,31.932,68464.28571
32012, BBB_112, receiver,5627,32.012,70337.5
32092, BBB_112, receiver,5505,32.092,68812.5
32168, BBB_112, receiver,5386,32.168,70868.42105
32244, BBB_112, receiver,5269,32.244,69328.94737
32320, BBB_112, receiver,5156,32.32,67842.10526
32392, BBB_112, receiver,5047,32.392,70097.22222
32472, BBB_112, receiver,4943,32.472,61787.5
32572, BBB_112, receiver,4844,32.572,48440
32672, BBB_112, receiver,4751,32.672,47510
32768, BBB_112, receiver,4663,32.768,48572.91667
32868, BBB_112, receiver,4583,32.868,45830
32968, BBB_112, receiver,4509,32.968,45090
33068, BBB_112, receiver,4442,33.068,44420
33164, BBB_112, receiver,4383,33.164,45656.25
33264, BBB_112, receiver,4332,33.264,43320
33364, BBB_112, receiver,4288,33.364,42880
33464, BBB_112, receiver,4254,33.464,42540
33564, BBB_112, receiver,4227,33.564,42270
33664, BBB_112, receiver,4210,33.664,42100
33764, BBB_112, receiver,4201,33.764,42010
33864, BBB_112, receiver,4200,33.864,42000
33964, BBB_112, receiver,4209,33.964,42090
34064, BBB_112, receiver,4226,34.064,42260
34164, BBB_112, receiver,4252,34.164,42520
34264, BBB_112, receiver,4287,34.264,42870
34364, BBB_112, receiver,4329,34.364,43290
34464, BBB_112, receiver,4380,34.464,43800
34568, BBB_112, receiver,4439,34.568,42682.69231
34668, BBB_112, receiver,4505,34.668,45050
34768, BBB_112, receiver,4579,34.768,45790
34868, BBB_112, receiver,4659,34.868,46590
34972, BBB_112, receiver,4746,34.972,45634.61538
35072, BBB_112, receiver,4840,35.072,48400
35172, BBB_112, receiver,4938,35.172,49380
35276, BBB_112, receiver,5042,35.276,48480.76923
35376, BBB_112, receiver,5151,35.376,51510
35480, BBB_112, receiver,5264,35.48,50615.38462
35580, BBB_112, receiver,5380,35.58,53800
35680, BBB_112, receiver,5499,35.68,54990
35784, BBB_112, receiver,5621,35.784,54048.07692
35884, BBB_112, receiver,5745,35.884,57450
0, BBB_111, sender,6000,0,-167.2054398
100, BBB_111, sender,6000,0.1,60000
200, BBB_111, sender,6125,0.2,61250
300, BBB_111, sender,6250,0.3,62500
400, BBB_111, sender,6374,0.4,63740
500, BBB_111, sender,6495,0.5,64950
600, BBB_111, sender,6615,0.6,66150
700, BBB_111, sender,6731,0.7,67310
800, BBB_111, sender,6844,0.8,68440
900, BBB_111, sender,6953,0.9,69530
1000, BBB_111, sender,7057,1,70570
1100, BBB_111, sender,7156,1.1,71560
1200, BBB_111, sender,7249,1.2,72490
1300, BBB_111, sender,7337,1.3,73370
1400, BBB_111, sender,7417,1.4,74170
1500, BBB_111, sender,7491,1.5,74910
1600, BBB_111, sender,7558,1.6,75580
1700, BBB_111, sender,7617,1.7,76170
1800, BBB_111, sender,7668,1.8,76680
1900, BBB_111, sender,7711,1.9,77110
2000, BBB_111, sender,7746,2,77460
2100, BBB_111, sender,7772,2.1,77720
2200, BBB_111, sender,7789,2.2,77890
2300, BBB_111, sender,7798,2.3,77980
2400, BBB_111, sender,7798,2.4,77980
2500, BBB_111, sender,7790,2.5,77900
2600, BBB_111, sender,7772,2.6,77720
2700, BBB_111, sender,7746,2.7,77460
2800, BBB_111, sender,7712,2.8,77120
2900, BBB_111, sender,7669,2.9,76690
3000, BBB_111, sender,7618,3,76180
3100, BBB_111, sender,7559,3.1,75590
3200, BBB_111, sender,7493,3.2,74930
3300, BBB_111, sender,7419,3.3,74190
3400, BBB_111, sender,7339,3.4,73390
3500, BBB_111, sender,7251,3.5,72510
3600, BBB_111, sender,7158,3.6,71580
3700, BBB_111, sender,7059,3.7,70590
3800, BBB_111, sender,6955,3.8,69550
3900, BBB_111, sender,6847,3.9,68470
4000, BBB_111, sender,6734,4,67340
4100, BBB_111, sender,6618,4.1,66180
4200, BBB_111, sender,6498,4.2,64980
4300, BBB_111, sender,6376,4.3,63760
4400, BBB_111, sender,6253,4.4,62530
4500, BBB_111, sender,6128,4.5,61280
4600, BBB_111, sender,6002,4.6,60020
4700, BBB_111, sender,5877,4.7,58770
4800, BBB_111, sender,5752,4.8,57520
4900, BBB_111, sender,5628,4.9,56280
5000, BBB_111, sender,5506,5,55060
5100, BBB_111, sender,5387,5.1,53870
5200, BBB_111, sender,5270,5.2,52700
5300, BBB_111, sender,5157,5.3,51570
5400, BBB_111, sender,5049,5.4,50490
5500, BBB_111, sender,4944,5.5,49440
5600, BBB_111, sender,4845,5.6,48450
5700, BBB_111, sender,4752,5.7,47520
5800, BBB_111, sender,4664,5.8,46640
5900, BBB_111, sender,4583,5.9,45830
6000, BBB_111, sender,4509,6,45090
6100, BBB_111, sender,4443,6.1,44430
6200, BBB_111, sender,4383,6.2,43830
6300, BBB_111, sender,4332,6.3,43320
6400, BBB_111, sender,4289,6.4,42890
6500, BBB_111, sender,4254,6.5,42540
6600, BBB_111, sender,4228,6.6,42280
6700, BBB_111, sender,4210,6.7,42100
6800, BBB_111, sender,4201,6.8,42010
6900, BBB_111, sender,4200,6.9,42000
7000, BBB_111, sender,4209,7,42090
7100, BBB_111, sender,4226,7.1,42260
7200, BBB_111, sender,4252,7.2,42520
7300, BBB_111, sender,4286,7.3,42860
7400, BBB_111, sender,4329,7.4,43290
7500, BBB_111, sender,4380,7.5,43800
7600, BBB_111, sender,4438,7.6,44380
7700, BBB_111, sender,4505,7.7,45050
7800, BBB_111, sender,4578,7.8,45780
7900, BBB_111, sender,4659,7.9,46590
8000, BBB_111, sender,4745,8,47450
8100, BBB_111, sender,4839,8.1,48390
8200, BBB_111, sender,4937,8.2,49370
8300, BBB_111, sender,5041,8.3,50410
8400, BBB_111, sender,5150,8.4,51500
8500, BBB_111, sender,5262,8.5,52620
8600, BBB_111, sender,5379,8.6,53790
8700, BBB_111, sender,5498,8.7,54980
8800, BBB_111, sender,5620,8.8,56200
8900, BBB_111, sender,5743,8.9,57430
9000, BBB_111, sender,5868,9,58680
9100, BBB_111, sender,6000,9.1,60000
9200, BBB_111, sender,6125,9.2,61250
9300, BBB_111, sender,6250,9.3,62500
9400, BBB_111, sender,6374,9.4,63740
9500, BBB_111, sender,6495,9.5,64950
9600, BBB_111, sender,6615,9.6,66150
9700, BBB_111, sender,6731,9.7,67310
9800, BBB_111, sender,6844,9.8,68440
9900, BBB_111, sender,6953,9.9,69530
10000, BBB_111, sender,7057,10,70570
10100, BBB_111, sender,7156,10.1,71560
10200, BBB_111, sender,7249,10.2,72490
10300, BBB_111, sender,7337,10.3,73370
10400, BBB_111, sender,7417,10.4,74170
10500, BBB_111, sender,7491,10.5,74910
10600, BBB_111, sender,7558,10.6,75580
10700, BBB_111, sender,7617,10.7,76170
10800, BBB_111, sender,7668,10.8,76680
10900, BBB_111, sender,7711,10.9,77110
11000, BBB_111, sender,7746,11,77460
11100, BBB_111, sender,7772,11.1,77720
11200, BBB_111, sender,7789,11.2,77890
11300, BBB_111, sender,7798,11.3,77980
11400, BBB_111, sender,7798,11.4,77980
11500, BBB_111, sender,7790,11.5,77900
11600, BBB_111, sender,7772,11.6,77720
11700, BBB_111, sender,7746,11.7,77460
11800, BBB_111, sender,7712,11.8,77120
11900, BBB_111, sender,7669,11.9,76690
12000, BBB_111, sender,7618,12,76180
12100, BBB_111, sender,7559,12.1,75590
12200, BBB_111, sender,7493,12.2,74930
12300, BBB_111, sender,7419,12.3,74190
12400, BBB_111, sender,7339,12.4,73390
12500, BBB_111, sender,7251,12.5,72510
12600, BBB_111, sender,7158,12.6,71580
12700, BBB_111, sender,7059,12.7,70590
12800, BBB_111, sender,6955,12.8,69550
12900, BBB_111, sender,6847,12.9,68470
13000, BBB_111, sender,6734,13,67340
13100, BBB_111, sender,6618,13.1,66180
13200, BBB_111, sender,6498,13.2,64980
13300, BBB_111, sender,6376,13.3,63760
13400, BBB_111, sender,6253,13.4,62530
13500, BBB_111, sender,6128,13.5,61280
13600, BBB_111, sender,6002,13.6,60020
13700, BBB_111, sender,5877,13.7,58770
13800, BBB_111, sender,5752,13.8,57520
13900, BBB_111, sender,5628,13.9,56280
14000, BBB_111, sender,5506,14,55060
14100, BBB_111, sender,5387,14.1,53870
14200, BBB_111, sender,5270,14.2,52700
14300, BBB_111, sender,5157,14.3,51570
14400, BBB_111, sender,5049,14.4,50490
14500, BBB_111, sender,4944,14.5,49440
14600, BBB_111, sender,4845,14.6,48450
14700, BBB_111, sender,4752,14.7,47520
14800, BBB_111, sender,4664,14.8,46640
14900, BBB_111, sender,4583,14.9,45830
15000, BBB_111, sender,4509,15,45090
15100, BBB_111, sender,4443,15.1,44430
15200, BBB_111, sender,4383,15.2,43830
15300, BBB_111, sender,4332,15.3,43320
15400, BBB_111, sender,4289,15.4,42890
15500, BBB_111, sender,4254,15.5,42540
15600, BBB_111, sender,4228,15.6,42280
15700, BBB_111, sender,4210,15.7,42100
15800, BBB_111, sender,4201,15.8,42010
15900, BBB_111, sender,4200,15.9,42000
16000, BBB_111, sender,4209,16,42090
16100, BBB_111, sender,4226,16.1,42260
16200, BBB_111, sender,4252,16.2,42520
16300, BBB_111, sender,4286,16.3,42860
16400, BBB_111, sender,4329,16.4,43290
16500, BBB_111, sender,4380,16.5,43800
16600, BBB_111, sender,4438,16.6,44380
16700, BBB_111, sender,4505,16.7,45050
16800, BBB_111, sender,4578,16.8,45780
16900, BBB_111, sender,4659,16.9,46590
17000, BBB_111, sender,4745,17,47450
17100, BBB_111, sender,4839,17.1,48390
17200, BBB_111, sender,4937,17.2,49370
17300, BBB_111, sender,5041,17.3,50410
17400, BBB_111, sender,5150,17.4,51500
17500, BBB_111, sender,5262,17.5,52620
17600, BBB_111, sender,5379,17.6,53790
17700, BBB_111, sender,5498,17.7,54980
17800, BBB_111, sender,5620,17.8,56200
17900, BBB_111, sender,5743,17.9,57430
18000, BBB_111, sender,5868,18,58680
18100, BBB_111, sender,6000,18.1,60000
18200, BBB_111, sender,6125,18.2,61250
18300, BBB_111, sender,6250,18.3,62500
18400, BBB_111, sender,6374,18.4,63740
18500, BBB_111, sender,6495,18.5,64950
18600, BBB_111, sender,6615,18.6,66150
18700, BBB_111, sender,6731,18.7,67310
18800, BBB_111, sender,6844,18.8,68440
18900, BBB_111, sender,6953,18.9,69530
19000, BBB_111, sender,7057,19,70570
19100, BBB_111, sender,7156,19.1,71560
19200, BBB_111, sender,7249,19.2,72490
19300, BBB_111, sender,7337,19.3,73370
19400, BBB_111, sender,7417,19.4,74170
19500, BBB_111, sender,7491,19.5,74910
19600, BBB_111, sender,7558,19.6,75580
19700, BBB_111, sender,7617,19.7,76170
19800, BBB_111, sender,7668,19.8,76680
19900, BBB_111, sender,7711,19.9,77110
20000, BBB_111, sender,7746,20,77460
20100, BBB_111, sender,7772,20.1,77720
20200, BBB_111, sender,7789,20.2,77890
20300, BBB_111, sender,7798,20.3,77980
20400, BBB_111, sender,7798,20.4,77980
20500, BBB_111, sender,7790,20.5,77900
20600, BBB_111, sender,7772,20.6,77720
20700, BBB_111, sender,7746,20.7,77460
20800, BBB_111, sender,7712,20.8,77120
20900, BBB_111, sender,7669,20.9,76690
21000, BBB_111, sender,7618,21,76180
21100, BBB_111, sender,7559,21.1,75590
21200, BBB_111, sender,7493,21.2,74930
21300, BBB_111, sender,7419,21.3,74190
21400, BBB_111, sender,7339,21.4,73390
21500, BBB_111, sender,7251,21.5,72510
21600, BBB_111, sender,7158,21.6,71580
21700, BBB_111, sender,7059,21.7,70590
21800, BBB_111, sender,6955,21.8,69550
21900, BBB_111, sender,6847,21.9,68470
22000, BBB_111, sender,6734,22,67340
22100, BBB_111, sender,6618,22.1,66180
22200, BBB_111, sender,6498,22.2,64980
22300, BBB_111, sender,6376,22.3,63760
22400, BBB_111, sender,6253,22.4,62530
22500, BBB_111, sender,6128,22.5,61280
22600, BBB_111, sender,6002,22.6,60020
22700, BBB_111, sender,5877,22.7,58770
22800, BBB_111, sender,5752,22.8,57520
22900, BBB_111, sender,5628,22.9,56280
23000, BBB_111, sender,5506,23,55060
23100, BBB_111, sender,5387,23.1,53870
23200, BBB_111, sender,5270,23.2,52700
23300, BBB_111, sender,5157,23.3,51570
23400, BBB_111, sender,5049,23.4,50490
23500, BBB_111, sender,4944,23.5,49440
23600, BBB_111, sender,4845,23.6,48450
23700, BBB_111, sender,4752,23.7,47520
23800, BBB_111, sender,4664,23.8,46640
23900, BBB_111, sender,4583,23.9,45830
24000, BBB_111, sender,4509,24,45090
